"商品编码"	,"商品名称"	,"年份"	,"第一计量单位编码"	,"第一计量单位名称"	,"第二计量单位编码"	,"第二计量单位名称"	,
39202010	,"丙烯聚合物制电池隔膜"	,2022	,09	,"千克"	,?	,"?"	,
39202090	,"其他丙烯聚合物非泡沫塑料板、片、膜、箔等"	,2022	,09	,"千克"	,?	,"?"	,
39203000	,"苯乙烯聚合物非泡沫塑料板、片、膜、箔等"	,2022	,09	,"千克"	,?	,"?"	,
39204300	,"增塑剂≥6％氯乙烯聚合物制非泡沫塑料板等"	,2022	,09	,"千克"	,?	,"?"	,
39204900	,"其他氯乙烯聚合物制非泡沫塑料的板、片等"	,2022	,09	,"千克"	,?	,"?"	,
39205100	,"聚甲基丙烯酸甲酯非泡沫塑料板、片、膜等"	,2022	,09	,"千克"	,?	,"?"	,
39205900	,"其他丙烯酸聚合物非泡沫塑料板、片、膜等"	,2022	,09	,"千克"	,?	,"?"	,
39206100	,"聚碳酸酯非泡沫塑料板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39206200	,"聚对苯二甲酸乙二酯非泡沫塑料板、片、膜等"	,2022	,09	,"千克"	,?	,"?"	,
39206300	,"不饱和聚酯非泡沫塑料板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39206900	,"其他聚酯非泡沫塑料的板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39207100	,"再生纤维素非泡沫塑料板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39207300	,"醋酸纤维素非泡沫塑料板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39207900	,"其他纤维素衍生物非泡沫塑料板、片、膜等"	,2022	,09	,"千克"	,?	,"?"	,
39209100	,"聚乙烯醇缩丁醛非泡沫塑料板、片、膜、箔等"	,2022	,09	,"千克"	,?	,"?"	,
39209200	,"聚酰胺制非泡沫塑料的板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39209300	,"氨基树脂非泡沫塑料板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39209400	,"酚醛树脂非泡沫塑料板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39209910	,"聚四氟乙烯制非泡沫板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39209990	,"未列名非泡沫塑料板、片、膜、箔及扁条"	,2022	,09	,"千克"	,?	,"?"	,
39211100	,"苯乙烯聚合物泡沫塑料板、片、膜、箔、扁条"	,2022	,09	,"千克"	,?	,"?"	,
39211210	,"氯乙烯聚合物泡沫人造革及合成革"	,2022	,09	,"千克"	,04	,"米"	,
39211290	,"其他氯乙烯聚合物泡沫塑料板、片、膜、箔等"	,2022	,09	,"千克"	,?	,"?"	,
39211310	,"氨酯聚合物泡沫人造革及合成革"	,2022	,09	,"千克"	,04	,"米"	,
39211390	,"其他氨酯聚合物泡沫塑料板、片、膜、箔等"	,2022	,09	,"千克"	,?	,"?"	,
39211400	,"再生纤维素泡沫塑料板、片、膜、箔、扁条"	,2022	,09	,"千克"	,?	,"?"	,
39211910	,"其他泡沫塑料人造革及合成革"	,2022	,09	,"千克"	,04	,"米"	,
39211990	,"未列名泡沫塑料板、片、膜、箔、扁条"	,2022	,09	,"千克"	,?	,"?"	,
39219020	,"嵌有玻璃纤维的聚乙烯板、片"	,2022	,09	,"千克"	,?	,"?"	,
39219030	,"附有人造毛毡的聚异丁烯板、片、卷材"	,2022	,09	,"千克"	,?	,"?"	,
39219090	,"未列名塑料板、片、膜、箔、扁条"	,2022	,09	,"千克"	,?	,"?"	,
39221000	,"塑料浴缸、淋浴盘、洗涤槽及盥洗盆"	,2022	,09	,"千克"	,?	,"?"	,
39222000	,"塑料马桶座圈及盖"	,2022	,09	,"千克"	,?	,"?"	,
39229000	,"塑料坐浴盆、便盆、抽水箱及类似卫生洁具"	,2022	,09	,"千克"	,?	,"?"	,
39231000	,"供运输或包装货物用的塑料盒、箱及类似品"	,2022	,09	,"千克"	,?	,"?"	,
39232100	,"供运输或包装货物用的乙烯聚合物制袋及包"	,2022	,09	,"千克"	,?	,"?"	,
39232900	,"供运输或包装货物用的其他塑料制袋及包"	,2022	,09	,"千克"	,?	,"?"	,
39233000	,"供运输或包装货物用的塑料坛、瓶及类似品"	,2022	,09	,"千克"	,?	,"?"	,
39234000	,"塑料卷轴、纡子、筒管及类似品"	,2022	,09	,"千克"	,?	,"?"	,
39235000	,"塑料塞子、盖子及类似品"	,2022	,09	,"千克"	,?	,"?"	,
39239000	,"供运输或包装货物用的其他塑料制品"	,2022	,09	,"千克"	,?	,"?"	,
39241000	,"塑料制餐具及厨房用具"	,2022	,09	,"千克"	,?	,"?"	,
39249000	,"塑料制其他家庭用具及卫生或盥洗用具"	,2022	,09	,"千克"	,?	,"?"	,
39251000	,"塑料制囤、柜、罐、桶等容器，容积＞300l"	,2022	,09	,"千克"	,?	,"?"	,
39252000	,"塑料制门、窗及其框架、门槛"	,2022	,09	,"千克"	,?	,"?"	,
39253000	,"塑料制窗板、百叶窗或类似制品及其零件"	,2022	,09	,"千克"	,?	,"?"	,
39259000	,"未列名的建筑用塑料制品"	,2022	,09	,"千克"	,?	,"?"	,
39261000	,"塑料制办公室或学校用品"	,2022	,09	,"千克"	,?	,"?"	,
39262011	,"聚氯乙烯制手套（分指手套、连指手套等）"	,2022	,09	,"千克"	,02	,"双"	,
39262019	,"其他塑料制手套（分指手套、连指手套等）"	,2022	,09	,"千克"	,02	,"双"	,
39262090	,"其他塑料制衣服及衣着附件"	,2022	,09	,"千克"	,?	,"?"	,
39263000	,"塑料制家具、车厢或类似品的附件"	,2022	,09	,"千克"	,?	,"?"	,
39264000	,"塑料制小雕塑品及其他装饰品"	,2022	,09	,"千克"	,?	,"?"	,
39269010	,"塑料制机器及仪器用零件"	,2022	,09	,"千克"	,?	,"?"	,
39269090	,"未列名塑料制品"	,2022	,09	,"千克"	,?	,"?"	,
40011000	,"天然橡胶乳，不论是否予硫化"	,2022	,09	,"千克"	,?	,"?"	,
40012100	,"烟胶片"	,2022	,09	,"千克"	,?	,"?"	,
40012200	,"技术分类天然橡胶（TSNR）"	,2022	,09	,"千克"	,?	,"?"	,
40012900	,"其他形状的天然橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40013000	,"巴拉塔胶、古塔波胶、银胶菊胶、糖胶树胶及类似的天然树胶"	,2022	,09	,"千克"	,?	,"?"	,
40021110	,"羧基丁苯橡胶胶乳"	,2022	,09	,"千克"	,?	,"?"	,
40021190	,"丁苯橡胶胶乳"	,2022	,09	,"千克"	,?	,"?"	,
40021911	,"未经任何加工的非溶聚丁苯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40021912	,"充油非溶聚丁苯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40021913	,"初级形状热塑丁苯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40021914	,"初级形状充油热塑丁苯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40021915	,"未经任何加工的溶聚丁苯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40021916	,"充油溶聚丁苯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40021919	,"其他初级形状丁苯橡胶及羧基丁苯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40021990	,"未列名丁苯橡胶及羧基丁苯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40022010	,"初级形状的丁二烯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40022090	,"其他丁二烯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40023110	,"初级形状的异丁烯-异戊二烯（丁基）橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40023190	,"其他异丁烯-异戊二烯（丁基）橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40023910	,"初级形状的卤代丁基橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40023990	,"其他卤代丁基橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40024100	,"氯丁二烯（氯丁）橡胶胶乳"	,2022	,09	,"千克"	,?	,"?"	,
40024910	,"其他初级形状的氯丁二烯（氯丁）橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40024990	,"未列名氯丁二烯（氯丁）橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40025100	,"丁腈橡胶胶乳"	,2022	,09	,"千克"	,?	,"?"	,
40025910	,"其他初级形状的丁腈橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40025990	,"未列名丁腈橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40026010	,"初级形状的异戊二烯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40026090	,"其他异戊二烯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40027010	,"初级形状的乙丙非共轭二烯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40027090	,"其他乙丙非共轭二烯橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40028000	,"4001所列产品与本编码所列产品的混合物"	,2022	,09	,"千克"	,?	,"?"	,
40029100	,"未列名合成橡胶胶乳"	,2022	,09	,"千克"	,?	,"?"	,
40029911	,"未列名初级形状的合成橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40029919	,"未列名非初级形状的合成橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40029990	,"从油类提取的油膏"	,2022	,09	,"千克"	,?	,"?"	,
40030000	,"再生橡胶，初级形状或板、片、带"	,2022	,09	,"千克"	,?	,"?"	,
40040000	,"橡胶（硬质橡胶除外）的废料、下脚料及碎料及其粉、粒"	,2022	,09	,"千克"	,?	,"?"	,
40051000	,"与碳黑或硅石混合未硫化的复合橡胶，初级形状或板、片、带"	,2022	,09	,"千克"	,?	,"?"	,
40052000	,"未硫化的复合橡胶溶液；40051000以外的分散体"	,2022	,09	,"千克"	,?	,"?"	,
40059100	,"其他未硫化的复合橡胶，板、片、带"	,2022	,09	,"千克"	,?	,"?"	,
40059900	,"其他未硫化的初级形状复合橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40061000	,"轮胎翻新用胎面补料胎条"	,2022	,09	,"千克"	,?	,"?"	,
40069010	,"其他形状（例如，杆、管或型材及异型材）的未硫化橡胶"	,2022	,09	,"千克"	,?	,"?"	,
40069020	,"未硫化橡胶制品"	,2022	,09	,"千克"	,?	,"?"	,
40070000	,"硫化橡胶线及绳"	,2022	,09	,"千克"	,?	,"?"	,
40081100	,"硫化海绵橡胶制板、片、带"	,2022	,09	,"千克"	,?	,"?"	,
40081900	,"硫化海绵橡胶制杆、型材及异型材"	,2022	,09	,"千克"	,?	,"?"	,
40082100	,"硫化非海绵橡胶制板、片、带"	,2022	,09	,"千克"	,?	,"?"	,
40082900	,"硫化非海绵橡胶制杆、型材及异型材"	,2022	,09	,"千克"	,?	,"?"	,
40091100	,"未经加强或未与其他材料合制并且未装有附件的管子"	,2022	,09	,"千克"	,?	,"?"	,
40091200	,"未经加强或未与其他材料合制但装有附件的管子"	,2022	,09	,"千克"	,?	,"?"	,
40092100	,"用金属加强或只与金属合制未装有附件的管子"	,2022	,09	,"千克"	,?	,"?"	,
40092200	,"用金属加强或只与金属合制装有附件的管子"	,2022	,09	,"千克"	,?	,"?"	,
40093100	,"用纺材加强或只与纺材合制的无附件的管子"	,2022	,09	,"千克"	,?	,"?"	,
40093200	,"用纺材加强或只与纺材合制的装有附件的管子"	,2022	,09	,"千克"	,?	,"?"	,
40094100	,"用其他材料加强或与其他材料合制无附件管子"	,2022	,09	,"千克"	,?	,"?"	,
40094200	,"用其他材料加强或与其他材料合制有附件管子"	,2022	,09	,"千克"	,?	,"?"	,
40101100	,"仅用金属加强的硫化橡胶制输送带及带料"	,2022	,09	,"千克"	,?	,"?"	,
40101200	,"仅用纺织材料加强的硫化橡胶制输送带及带料"	,2022	,09	,"千克"	,?	,"?"	,
40101900	,"其他硫化橡胶制输送带及带料"	,2022	,09	,"千克"	,?	,"?"	,
40103100	,"梯形截面V肋环形传动带60cm＜周长≤180cm"	,2022	,09	,"千克"	,?	,"?"	,
40103200	,"其他梯形截面环形传动带60cm＜周长≤180cm"	,2022	,09	,"千克"	,?	,"?"	,
40103300	,"梯形截面V肋环形传动带180cm＜周长≤240cm"	,2022	,09	,"千克"	,?	,"?"	,
40103400	,"其他梯形截面环形传动带180cm＜周长≤240cm"	,2022	,09	,"千克"	,?	,"?"	,
40103500	,"环形同步带，60cm＜周长≤150cm"	,2022	,09	,"千克"	,?	,"?"	,
40103600	,"环形同步带，150cm＜周长≤198cm"	,2022	,09	,"千克"	,?	,"?"	,
40103900	,"其他硫化橡胶制传动带及带料"	,2022	,09	,"千克"	,?	,"?"	,
40111000	,"机动小客车用新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40112000	,"客车或货运机动车辆用新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40113000	,"航空器用新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40114000	,"摩托车用新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40115000	,"自行车用新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40117010	,"农业或林业车辆及机器用新的人字形胎面或类似胎面的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40117090	,"农业或林业车辆及机器用其他新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40118011	,"建筑业、采矿业或工业搬运车辆及机器用新的人字形胎面或类似胎面的充气橡胶轮胎，辋圈尺寸≤61cm"	,2022	,09	,"千克"	,01	,"条"	,
40118012	,"建筑业、采矿业或工业搬运车辆及机器用新的人字形胎面或类似胎面的充气橡胶轮胎，辋圈尺寸＞61cm"	,2022	,09	,"千克"	,01	,"条"	,
40118091	,"建筑业、采矿业或工业搬运车辆及机器用其他新的充气橡胶轮胎，辋圈尺寸≤61cm"	,2022	,09	,"千克"	,01	,"条"	,
40118092	,"建筑业、采矿业或工业搬运车辆及机器用其他新的充气橡胶轮胎，辋圈尺寸＞61cm"	,2022	,09	,"千克"	,01	,"条"	,
40119010	,"其他新的人字形胎面或类似胎面的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40119090	,"未列名新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40121100	,"机动小客车（包括旅行小客车及赛车）用翻新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40121200	,"机动大客车或货运车辆用翻新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40121300	,"航空器用翻新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40121900	,"其他翻新的充气橡胶轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40122010	,"汽车用旧的充气轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40122090	,"其他旧的充气轮胎"	,2022	,09	,"千克"	,01	,"条"	,
40129010	,"航空器用实心或半实心橡胶轮胎、橡胶胎面及橡胶轮胎衬带"	,2022	,09	,"千克"	,?	,"?"	,
40129020	,"汽车用实心或半实心橡胶轮胎、胎面及橡胶轮胎衬带"	,2022	,09	,"千克"	,?	,"?"	,
40129090	,"其他实心或半实心橡胶轮胎、橡胶胎面及橡胶轮胎衬带"	,2022	,09	,"千克"	,?	,"?"	,
40131000	,"机动小客车、客运机动车辆或货运机动车辆用橡胶内胎"	,2022	,09	,"千克"	,01	,"条"	,
40132000	,"自行车用橡胶内胎"	,2022	,09	,"千克"	,01	,"条"	,
40139010	,"航空器用橡胶内胎"	,2022	,09	,"千克"	,01	,"条"	,
40139090	,"未列名橡胶内胎"	,2022	,09	,"千克"	,01	,"条"	,
40141000	,"硫化橡胶制避孕套"	,2022	,09	,"千克"	,?	,"?"	,
40149000	,"硫化橡胶制其他卫生及医疗用品"	,2022	,09	,"千克"	,?	,"?"	,
40151200	,"硫化橡胶制医疗、外科、牙科或兽医用分指手套、连指手套及露指手套"	,2022	,09	,"千克"	,02	,"双"	,
40151900	,"硫化橡胶制其他分指、连指及露指手套"	,2022	,09	,"千克"	,02	,"双"	,
40159010	,"硫化橡胶制医疗、外科、牙科或兽医用衣着用品及附件(不包括手套)
"	,2022	,09	,"千克"	,?	,"?"	,
40159090	,"硫化橡胶制其他衣着用品及附件
"	,2022	,09	,"千克"	,?	,"?"	,
40161010	,"硫化海绵橡胶制机器及仪器用零件"	,2022	,09	,"千克"	,?	,"?"	,
40161090	,"其他硫化海绵橡胶制品"	,2022	,09	,"千克"	,?	,"?"	,
40169100	,"硫化橡胶制铺地用品及门垫"	,2022	,09	,"千克"	,?	,"?"	,
40169200	,"硫化橡胶制橡皮擦"	,2022	,09	,"千克"	,?	,"?"	,
40169310	,"硫化橡胶制机器及仪器垫片、垫圈等密封垫"	,2022	,09	,"千克"	,?	,"?"	,
40169390	,"硫化橡胶制非机器及仪器垫片、垫圈等密封垫"	,2022	,09	,"千克"	,?	,"?"	,
40169400	,"硫化橡胶制船舶或码头的碰垫"	,2022	,09	,"千克"	,?	,"?"	,
40169500	,"硫化橡胶制其他可充气制品"	,2022	,09	,"千克"	,?	,"?"	,
40169910	,"其他硫化橡胶制机器及仪器用零件"	,2022	,09	,"千克"	,?	,"?"	,
40169990	,"未列名硫化橡胶制品"	,2022	,09	,"千克"	,?	,"?"	,
40170010	,"各种形状的硬质橡胶，包括废料及碎料"	,2022	,09	,"千克"	,?	,"?"	,
40170020	,"硬质橡胶制品"	,2022	,09	,"千克"	,?	,"?"	,
41012011	,"经逆鞣处理未剖层的整张牛皮，简单干燥的不超过8千克，干盐腌的不超过10千克，鲜的、湿盐腌的或以其他方法保藏的不超过16千克"	,2022	,09	,"千克"	,01	,"张"	,
41012019	,"其他未剖层的整张牛皮，简单干燥的不超过8千克，干盐腌的不超过10千克，鲜的、湿盐腌的或以其他方法保藏的不超过16千克"	,2022	,09	,"千克"	,01	,"张"	,
41012020	,"未剖层的整张马科动物皮，简单干燥的不超过8千克，干盐腌的不超过10千克，鲜的、湿盐腌的或以其他方法保藏的不超过16千克"	,2022	,09	,"千克"	,01	,"张"	,
41015011	,"经逆鞣处理的，重量＞16kg的整张牛皮"	,2022	,09	,"千克"	,01	,"张"	,
41015019	,"其他重量＞16kg的整张牛皮"	,2022	,09	,"千克"	,01	,"张"	,
41015020	,"重量＞16kg的整张马科动物皮"	,2022	,09	,"千克"	,01	,"张"	,
41019011	,"其他经逆鞣处理的牛皮"	,2022	,09	,"千克"	,?	,"?"	,
41019019	,"其他牛皮"	,2022	,09	,"千克"	,?	,"?"	,
41019020	,"其他生马科动物皮"	,2022	,09	,"千克"	,?	,"?"	,
41021000	,"带毛的绵羊或羔羊生皮"	,2022	,09	,"千克"	,01	,"张"	,
41022110	,"经逆鞣处理的浸酸的不带毛的绵羊或羔羊生皮"	,2022	,09	,"千克"	,01	,"张"	,
41022190	,"其他浸酸的不带毛的绵羊或羔羊生皮"	,2022	,09	,"千克"	,01	,"张"	,
41022910	,"其他经逆鞣处理的不带毛的绵羊或羔羊生皮"	,2022	,09	,"千克"	,01	,"张"	,
41022990	,"其他不带毛的绵羊或羔羊生皮"	,2022	,09	,"千克"	,01	,"张"	,
41032000	,"爬行动物皮"	,2022	,09	,"千克"	,01	,"张"	,
41033000	,"猪皮"	,2022	,09	,"千克"	,01	,"张"	,
41039011	,"经逆鞣处理的山羊板皮"	,2022	,09	,"千克"	,01	,"张"	,
41039019	,"其他山羊板皮"	,2022	,09	,"千克"	,01	,"张"	,
41039021	,"经逆鞣处理的其他山羊皮或小山羊皮"	,2022	,09	,"千克"	,01	,"张"	,
41039029	,"其他山羊皮或小山羊皮"	,2022	,09	,"千克"	,01	,"张"	,
41039090	,"其他生皮"	,2022	,09	,"千克"	,01	,"张"	,
41041111	,"全粒面未剖层及粒面剖层蓝湿牛皮"	,2022	,09	,"千克"	,?	,"?"	,
41041119	,"其他全粒面未剖层及粒面剖层牛湿革"	,2022	,09	,"千克"	,?	,"?"	,
41041120	,"全粒面未剖层及粒面剖层马科动物湿革"	,2022	,09	,"千克"	,?	,"?"	,
41041911	,"其他蓝湿牛皮"	,2022	,09	,"千克"	,?	,"?"	,
41041919	,"其他牛湿革"	,2022	,09	,"千克"	,?	,"?"	,
41041920	,"其他马科动物湿革"	,2022	,09	,"千克"	,?	,"?"	,
41044100	,"全粒面未剖层及粒面剖层牛、马科动物干革（坯革）"	,2022	,09	,"千克"	,?	,"?"	,
41044910	,"其他机器带用牛、马科动物干革（坯革）"	,2022	,09	,"千克"	,?	,"?"	,
41044990	,"其他牛、马科动物干革（坯革）"	,2022	,09	,"千克"	,?	,"?"	,
41051010	,"蓝湿绵羊或羔羊皮"	,2022	,09	,"千克"	,?	,"?"	,
41051090	,"其他绵羊或羔羊湿革"	,2022	,09	,"千克"	,?	,"?"	,
41053000	,"绵羊或羔羊干革（坯革）"	,2022	,09	,"千克"	,?	,"?"	,
41062100	,"山羊或小山羊湿革（包括蓝湿皮）"	,2022	,09	,"千克"	,?	,"?"	,
41062200	,"山羊或小山羊干革（坯革）"	,2022	,09	,"千克"	,?	,"?"	,
41063110	,"蓝湿猪皮"	,2022	,09	,"千克"	,?	,"?"	,
41063190	,"其他猪湿革"	,2022	,09	,"千克"	,?	,"?"	,
41063200	,"猪干革（坯革）"	,2022	,09	,"千克"	,?	,"?"	,
41064000	,"经鞣制的不带毛爬行动物皮及其坯革"	,2022	,09	,"千克"	,?	,"?"	,
41069100	,"其他动物湿革（包括蓝湿皮）"	,2022	,09	,"千克"	,?	,"?"	,
41069200	,"其他动物干革（坯革）"	,2022	,09	,"千克"	,?	,"?"	,
41071110	,"整张全粒面未剖层牛皮革"	,2022	,09	,"千克"	,01	,"张"	,
41071120	,"整张全粒面未剖层马科动物皮革"	,2022	,09	,"千克"	,01	,"张"	,
41071210	,"整张粒面剖层牛皮革"	,2022	,09	,"千克"	,01	,"张"	,
41071220	,"整张粒面剖层马科动物皮革"	,2022	,09	,"千克"	,01	,"张"	,
41071910	,"其他机器带用整张牛、马科动物皮革"	,2022	,09	,"千克"	,01	,"张"	,
41071990	,"其他整张牛、马科动物皮革"	,2022	,09	,"千克"	,01	,"张"	,
41079100	,"全粒面未剖层革（整张革除外）"	,2022	,09	,"千克"	,?	,"?"	,
41079200	,"粒面剖层革（整张革除外）"	,2022	,09	,"千克"	,?	,"?"	,
41079910	,"机器带用牛、马科动物皮革（整张革除外）"	,2022	,09	,"千克"	,?	,"?"	,
41079990	,"未列名牛、马科动物皮革"	,2022	,09	,"千克"	,?	,"?"	,
41120000	,"鞣制或半硝后加工的不带毛的绵羊或羔羊皮革，包括羊皮纸化处理的，不露是否剖层，但品目4114的皮革除外"	,2022	,09	,"千克"	,?	,"?"	,
41131000	,"经鞣制或半硝处理后加工的山羊或小山羊皮革"	,2022	,09	,"千克"	,?	,"?"	,
41132000	,"经鞣制或半硝处理后加工的猪皮革"	,2022	,09	,"千克"	,?	,"?"	,
41133000	,"经鞣制或半硝处理后加工的爬行动物皮革"	,2022	,09	,"千克"	,?	,"?"	,
41139000	,"经鞣制或半硝处理后加工的其他动物皮革"	,2022	,09	,"千克"	,?	,"?"	,
41141000	,"油鞣皮革（包括结合鞣制的油鞣皮革）"	,2022	,09	,"千克"	,?	,"?"	,
41142000	,"漆皮及层压漆皮；镀金属皮革"	,2022	,09	,"千克"	,?	,"?"	,
41151000	,"以皮革或皮革纤维为基本成分的再生皮革，成块、成张或成条，不论是否成卷"	,2022	,09	,"千克"	,?	,"?"	,
41152000	,"皮革或再生皮革的边角废料，不适宜作皮革制品；皮革粉末"	,2022	,09	,"千克"	,?	,"?"	,
42010000	,"各种材料制成的鞍具及挽具，适合各种动物用"	,2022	,09	,"千克"	,?	,"?"	,
42021110	,"以皮革或再生皮革作面的衣箱"	,2022	,09	,"千克"	,01	,"个"	,
42021190	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器"	,2022	,09	,"千克"	,01	,"个"	,
